"id","nombre","linea","categoria","tipo","precio_actual","moneda_actual","precio_base_usd","comision_paypal_porcentaje","comision_paypal_fija_usd","precio_paypal_calculado_usd","precio_venta_usd","estado_precio","archivo_fuente"
"tw-store-001","iPhone 16e 5G 128GB","tw-store","Celulares","producto","{""precio_soles"":3022.88,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-store-002","iPhone 15 128GB","tw-store","Celulares","producto","{""precio_soles"":2910.88,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-store-003","Samsung Galaxy A16 4G 128GB","tw-store","Celulares","producto","{""precio_soles"":592.48,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-store-004","AirPods Pro 2da Gen","tw-store","Audio","producto","{""precio_soles"":1062.88,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-store-005","JBL Wave Buds 2 True Wireless","tw-store","Audio","producto","{""precio_soles"":222.88,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-store-006","Marshall Major V Bluetooth","tw-store","Audio","producto","{""precio_soles"":670.88,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-store-007","Parlantes para PC Teraware USB","tw-store","Audio","producto","{""precio_soles"":33.49,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-store-008","JBL PartyBox Stage 320","tw-store","Audio","producto","{""precio_soles"":2574.88,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-store-009","Lenovo LOQ 15IAX9 Gaming","tw-store","Laptops","producto","{""precio_soles"":3534.72,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-store-010","ASUS TUF Gaming F16","tw-store","Laptops","producto","{""precio_soles"":5397.84,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-store-011","ASUS ROG Strix G16","tw-store","Laptops","producto","{""precio_soles"":8905.68,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-store-012","ASUS TUF VG249Q5A 23.8 pulgadas","tw-store","Monitores","producto","{""precio_soles"":541.52,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-store-013","Samsung Odyssey G3 24 pulgadas","tw-store","Monitores","producto","{""precio_soles"":514.08,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-store-014","Meta Quest 3","tw-store","Realidad Virtual","producto","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_REQUIERE_INVESTIGACION","data/catalogo_global.json"
"tw-store-015","Hub USB-C multipuerto","tw-store","Accesorios","producto","{""precio_soles"":89,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-disfruta-001","Videojuego original Tecprog World","tw-disfruta","Videojuegos","videojuego","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-disfruta-002","Demo jugable bajo pedido","tw-disfruta","Videojuegos","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-disfruta-003","Asset 3D para videojuego","tw-disfruta","Assets digitales","contenido_digital","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-disfruta-004","Figura 3D coleccionable de videojuego","tw-disfruta","Coleccionables","merchandising","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","PRECIO_REQUIERE_INVESTIGACION","data/catalogo_global.json"
"tw-disfruta-005","Merchandising gamer Tecprog World","tw-disfruta","Merchandising","merchandising","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-disfruta-006","Widget digital interactivo","tw-disfruta","Widgets","contenido_digital","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-educa-001","Curso Excel Nivel I","tw-educa","Ofimática","curso","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","SIN_PRECIO","data/catalogo_global.json"
"tw-educa-002","Curso Excel Nivel II","tw-educa","Ofimática","curso","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","SIN_PRECIO","data/catalogo_global.json"
"tw-educa-003","Curso Excel Nivel III","tw-educa","Ofimática","curso","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","SIN_PRECIO","data/catalogo_global.json"
"tw-educa-004","Curso AutoCAD Nivel I","tw-educa","Diseño técnico","curso","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","SIN_PRECIO","data/catalogo_global.json"
"tw-educa-005","Curso AutoCAD Nivel II","tw-educa","Diseño técnico","curso","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","SIN_PRECIO","data/catalogo_global.json"
"tw-educa-006","Curso Programación Python","tw-educa","Programación","curso","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","SIN_PRECIO","data/catalogo_global.json"
"tw-educa-007","Curso GIS aplicado","tw-educa","GIS","curso","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","SIN_PRECIO","data/catalogo_global.json"
"tw-educa-008","Curso Simulación multifísica","tw-educa","Simulación","curso","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","SIN_PRECIO","data/catalogo_global.json"
"tw-innova-001","Desarrollo de sitio web corporativo","tw-innova","Software","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-innova-002","Desarrollo de portal institucional","tw-innova","Software","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-innova-003","Desarrollo de app móvil","tw-innova","Apps móviles","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-innova-004","Desarrollo de solución en realidad mixta","tw-innova","Realidad mixta","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-innova-005","Instalación de cámaras de seguridad","tw-innova","Seguridad electrónica","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-innova-006","Domótica con Alexa o Google Assistant","tw-innova","Domótica","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-innova-007","Mantenimiento preventivo de equipos electrónicos","tw-innova","Mantenimiento","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-innova-008","Diagnóstico de GPU gamer o placa electrónica","tw-innova","Reparación electrónica","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"corvus-ai-v4-alpha","CORVUS AI v4 alpha","tw-innova","Inteligencia artificial local","software","{""precio_soles"":0,""precio_dolares"":null,""precio_texto"":""Gratis durante la etapa alfa""}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-salud-001","Diseño de órtesis personalizada","tw-salud","Prótesis y órtesis","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-salud-002","Diseño de prótesis funcional","tw-salud","Prótesis y órtesis","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-salud-003","Adaptación de vehículo inclusivo","tw-salud","Accesibilidad","proyecto","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-salud-004","Desarrollo de hardware inclusivo","tw-salud","Hardware inclusivo","proyecto","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-salud-005","Desarrollo de software inclusivo","tw-salud","Software inclusivo","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-salud-006","Mantenimiento preventivo de equipo médico","tw-salud","Mantenimiento médico","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-interactive-hidrologia-recursos-hidricos","Hidrología aplicada y gestión de recursos hídricos","tw-interactive","Recursos hídricos","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-interactive-hidrometria-aforos","Hidrometría y aforos","tw-interactive","Medición hidrométrica","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-interactive-geodesia-topografia-geomatica","Geodesia, topografía y geomática","tw-interactive","Geomática","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-interactive-batimetria-hidrografia","Batimetría y levantamientos hidrográficos","tw-interactive","Hidrografía","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-interactive-oceanografia-estudios-marino-costeros","Oceanografía física y estudios marino-costeros","tw-interactive","Medio marino y costero","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-interactive-modelacion-hidraulica-hidrologica-cfd","Modelación hidráulica, hidrológica, CFD y simulación ambiental","tw-interactive","Modelación y simulación","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-interactive-ingenieria-maritima-portuaria-costera","Ingeniería marítima, portuaria y costera","tw-interactive","Infraestructura marítima","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-interactive-inspeccion-subacuatica","Inspección subacuática e infraestructura sumergida","tw-interactive","Inspección de infraestructura","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-interactive-gestion-ambiental","Gestión ambiental e instrumentos de gestión ambiental","tw-interactive","Gestión ambiental","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-interactive-permisos-concesiones-licencias","Permisos, concesiones y licencias técnicas sectoriales","tw-interactive","Gestión de permisos","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-interactive-riesgos-contingencias-resiliencia","Gestión de riesgos, contingencias y resiliencia climática","tw-interactive","Riesgos y resiliencia","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-interactive-factibilidad-viabilidad-evaluacion","Estudios de factibilidad, viabilidad y evaluación técnico-económica","tw-interactive","Evaluación de proyectos","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-interactive-digitalizacion-gemelos-digitales","Digitalización, automatización y gemelos digitales para ingeniería","tw-interactive","Ingeniería digital","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-interactive-operaciones-portuarias-logistica","Operaciones portuarias, logística e intermodalidad","tw-interactive","Operaciones y logística","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-construye-001","Remodelación de oficina","tw-construye","Remodelación","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-construye-002","Remodelación de departamento","tw-construye","Remodelación","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-construye-003","Remodelación de vivienda","tw-construye","Remodelación","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-construye-004","Diseño técnico de ambiente comercial","tw-construye","Diseño técnico","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-construye-005","Supervisión de obra menor","tw-construye","Supervisión","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-construye-006","Instalación o mantenimiento técnico en obra","tw-construye","Mantenimiento técnico","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-inox-001","Baranda de acero inoxidable","tw-inox","Acero inoxidable","proyecto","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-inox-002","Mesa de acero inoxidable","tw-inox","Acero inoxidable","producto","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-inox-003","Estructura metálica ligera","tw-inox","Estructuras","proyecto","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-inox-004","Mueble metálico a medida","tw-inox","Muebles metálicos","producto","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-inox-005","Proyecto metalmecánico","tw-inox","Metalmecánica","proyecto","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-inox-006","Servicio de soldadura técnica","tw-inox","Soldadura","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-investiga-001","Asesoría en proyecto de investigación científica","tw-investiga","Investigación aplicada","consultoría","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-investiga-002","Revisión metodológica","tw-investiga","Metodología","consultoría","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-investiga-003","Procesamiento de datos científicos","tw-investiga","Datos científicos","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-investiga-004","Desarrollo de software científico","tw-investiga","Software científico","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-investiga-005","Modelamiento numérico","tw-investiga","Modelamiento","consultoría","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-investiga-006","Automatización de flujo de investigación","tw-investiga","Automatización","servicio","{""precio_soles"":null,""precio_dolares"":null}","PEN","","5.40","0.30","","","NO_APLICA_PRECIO_FIJO","data/catalogo_global.json"
"tw-educa-curso-01","Curso práctico de Realidad Virtual con Unity para Meta Quest 2 y 3","tw-educa","Realidad Virtual","curso","{""precio_soles"":199,""precio_dolares"":null,""precio"":""Desde S/ 199 IGV incluido"",""precios"":[{""publico"":""Estudiante con carné"",""preventa_soles"":199,""lanzamiento_soles"":249,""regular_soles"":299,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Profesional"",""preventa_soles"":349,""lanzamiento_soles"":449,""regular_soles"":599,""moneda"":""PEN"",""incluye_igv"":true}]}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-educa-curso-02","Curso Práctico de Programación de Plugins GUI para AutoCAD 2027","tw-educa","Diseño técnico","curso","{""precio_soles"":149,""precio_dolares"":null,""precio"":""Desde S/ 149 IGV incluido"",""precios"":[{""publico"":""Estudiante con carné"",""preventa_soles"":149,""lanzamiento_soles"":199,""regular_soles"":249,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Profesional"",""preventa_soles"":299,""lanzamiento_soles"":399,""regular_soles"":499,""moneda"":""PEN"",""incluye_igv"":true}]}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-educa-curso-03","Curso práctico de Programación en QGIS con Python para creación de plugins","tw-educa","GIS","curso","{""precio_soles"":149,""precio_dolares"":null,""precio"":""Desde S/ 149 IGV incluido"",""precios"":[{""publico"":""Estudiante con carné"",""preventa_soles"":149,""lanzamiento_soles"":199,""regular_soles"":249,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Profesional"",""preventa_soles"":349,""lanzamiento_soles"":449,""regular_soles"":599,""moneda"":""PEN"",""incluye_igv"":true}]}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-educa-curso-04","Curso práctico de Software de IA Offline con Python, Ollama y PySide","tw-educa","Inteligencia Artificial","curso","{""precio_soles"":179,""precio_dolares"":null,""precio"":""Desde S/ 179 IGV incluido"",""precios"":[{""publico"":""Estudiante con carné"",""preventa_soles"":179,""lanzamiento_soles"":249,""regular_soles"":299,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Profesional"",""preventa_soles"":399,""lanzamiento_soles"":499,""regular_soles"":699,""moneda"":""PEN"",""incluye_igv"":true}]}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-educa-curso-05","Curso práctico de Geoportales Web GIS con Python y GeoServer","tw-educa","GIS","curso","{""precio_soles"":199,""precio_dolares"":null,""precio"":""Desde S/ 199 IGV incluido"",""precios"":[{""publico"":""Estudiante con carné"",""preventa_soles"":199,""lanzamiento_soles"":249,""regular_soles"":349,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Profesional"",""preventa_soles"":449,""lanzamiento_soles"":599,""regular_soles"":799,""moneda"":""PEN"",""incluye_igv"":true}]}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-educa-curso-06","Curso práctico de LaTeX y Texmaker para Investigación Científica","tw-educa","Redacción técnica","curso","{""precio_soles"":99,""precio_dolares"":null,""precio"":""Desde S/ 99 IGV incluido"",""precios"":[{""publico"":""Estudiante con carné"",""preventa_soles"":99,""lanzamiento_soles"":149,""regular_soles"":199,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Profesional / investigador"",""preventa_soles"":249,""lanzamiento_soles"":349,""regular_soles"":499,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Premium con asesoría"",""preventa_soles"":599,""lanzamiento_soles"":799,""regular_soles"":999,""moneda"":""PEN"",""incluye_igv"":true}]}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-educa-curso-07","Curso práctico de Machine Learning aplicado a Mecánica de Fluidos","tw-educa","Inteligencia Artificial","curso","{""precio_soles"":179,""precio_dolares"":null,""precio"":""Desde S/ 179 IGV incluido"",""precios"":[{""publico"":""Estudiante con carné"",""preventa_soles"":179,""lanzamiento_soles"":249,""regular_soles"":349,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Profesional"",""preventa_soles"":399,""lanzamiento_soles"":549,""regular_soles"":699,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Premium con asesoría"",""preventa_soles"":799,""lanzamiento_soles"":999,""regular_soles"":1299,""moneda"":""PEN"",""incluye_igv"":true}]}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-educa-curso-08","Curso práctico de CFD con OpenFOAM en Windows 10/11 usando WSL","tw-educa","Simulación","curso","{""precio_soles"":199,""precio_dolares"":null,""precio"":""Desde S/ 199 IGV incluido"",""precios"":[{""publico"":""Estudiante con carné"",""preventa_soles"":199,""lanzamiento_soles"":249,""regular_soles"":349,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Profesional"",""preventa_soles"":449,""lanzamiento_soles"":599,""regular_soles"":799,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Premium con asesoría"",""preventa_soles"":899,""lanzamiento_soles"":1099,""regular_soles"":1499,""moneda"":""PEN"",""incluye_igv"":true}]}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-educa-curso-09","Curso práctico de Cloud Computing para OpenFOAM","tw-educa","Simulación","curso","{""precio_soles"":249,""precio_dolares"":null,""precio"":""Desde S/ 249 IGV incluido"",""precios"":[{""publico"":""Estudiante con carné"",""preventa_soles"":249,""lanzamiento_soles"":349,""regular_soles"":449,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Profesional"",""preventa_soles"":599,""lanzamiento_soles"":799,""regular_soles"":999,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Premium con asesoría"",""preventa_soles"":1199,""lanzamiento_soles"":1499,""regular_soles"":1999,""moneda"":""PEN"",""incluye_igv"":true}]}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-educa-curso-10","Curso práctico de Datos Climáticos y Oceanográficos con Python","tw-educa","Curso técnico","curso","{""precio_soles"":179,""precio_dolares"":null,""precio"":""Desde S/ 179 IGV incluido"",""precios"":[{""publico"":""Estudiante con carné"",""preventa_soles"":179,""lanzamiento_soles"":249,""regular_soles"":349,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Profesional"",""preventa_soles"":399,""lanzamiento_soles"":549,""regular_soles"":699,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Premium con asesoría"",""preventa_soles"":799,""lanzamiento_soles"":999,""regular_soles"":1299,""moneda"":""PEN"",""incluye_igv"":true}]}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-educa-curso-11","Curso práctico de C++ aplicado a Mecánica de Fluidos","tw-educa","Programación","curso","{""precio_soles"":149,""precio_dolares"":null,""precio"":""Desde S/ 149 IGV incluido"",""precios"":[{""publico"":""Estudiante con carné"",""preventa_soles"":149,""lanzamiento_soles"":199,""regular_soles"":299,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Profesional"",""preventa_soles"":349,""lanzamiento_soles"":499,""regular_soles"":699,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Premium con asesoría"",""preventa_soles"":799,""lanzamiento_soles"":999,""regular_soles"":1299,""moneda"":""PEN"",""incluye_igv"":true}]}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-educa-curso-12","Curso práctico de Apps Móviles para Mecánica de Fluidos con Flutter y Dart","tw-educa","Desarrollo móvil","curso","{""precio_soles"":149,""precio_dolares"":null,""precio"":""Desde S/ 149 IGV incluido"",""precios"":[{""publico"":""Estudiante con carné"",""preventa_soles"":149,""lanzamiento_soles"":199,""regular_soles"":299,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Profesional"",""preventa_soles"":349,""lanzamiento_soles"":499,""regular_soles"":699,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Premium con asesoría"",""preventa_soles"":799,""lanzamiento_soles"":999,""regular_soles"":1299,""moneda"":""PEN"",""incluye_igv"":true}]}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-educa-curso-13","Curso práctico de Visión Artificial aplicada a Ríos y Canales","tw-educa","Tecnología","curso","{""precio_soles"":179,""precio_dolares"":null,""precio"":""Desde S/ 179 IGV incluido"",""precios"":[{""publico"":""Estudiante con carné"",""preventa_soles"":179,""lanzamiento_soles"":249,""regular_soles"":349,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Profesional"",""preventa_soles"":399,""lanzamiento_soles"":549,""regular_soles"":699,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Premium con asesoría"",""preventa_soles"":799,""lanzamiento_soles"":999,""regular_soles"":1299,""moneda"":""PEN"",""incluye_igv"":true}]}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
"tw-educa-curso-14","Curso práctico de Programación GPU NVIDIA aplicada a CFD","tw-educa","Simulación","curso","{""precio_soles"":199,""precio_dolares"":null,""precio"":""Desde S/ 199 IGV incluido"",""precios"":[{""publico"":""Estudiante con carné"",""preventa_soles"":199,""lanzamiento_soles"":299,""regular_soles"":399,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Profesional"",""preventa_soles"":499,""lanzamiento_soles"":699,""regular_soles"":899,""moneda"":""PEN"",""incluye_igv"":true},{""publico"":""Premium con asesoría"",""preventa_soles"":999,""lanzamiento_soles"":1299,""regular_soles"":1699,""moneda"":""PEN"",""incluye_igv"":true}]}","PEN","","5.40","0.30","","","PRECIO_EN_PEN_REQUIERE_CONVERSION","data/catalogo_global.json"
